addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,showflag,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3
경기도 시흥시 서해안로 699 (배곧동),3층,,,,,4025455,38,20260227013957,https://tong.visitkorea.or.kr/cms/resource/03/4043003_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/03/4043003_image3_1.JPG,Type3,126.736985310798,37.3796755964231,,20260327092150,,,코드그라피 신세계사이먼프리미엄아울렛 시흥점,15010,1,41,390,SH,SH04,SH040300
경기도 파주시 탄현면 필승로 200,1층,,,,,4026324,38,20260227195936,https://tong.visitkorea.or.kr/cms/resource/11/4043611_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/11/4043611_image3_1.JPG,Type3,126.695385303664,37.769351232912,,20260327092150,,,코드그라피 신세계사이먼프리미엄아울렛 파주점,10862,1,41,480,SH,SH04,SH040300
부산광역시 동구 범일로 125 (범일동),B1층,,,,,4027053,38,20260228171036,https://tong.visitkorea.or.kr/cms/resource/18/4044218_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/18/4044218_image3_1.png,Type3,129.058614831268,35.1412817256576,,20260330091611,,,코드그라피 커넥트현대 부산점,48735,1,26,170,SH,SH04,SH040300
경기도 안산시 단원구 중앙대로 873 (고잔동),신관 3층,,,,,2924619,38,20221030195855,https://tong.visitkorea.or.kr/cms/resource/18/4018018_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/18/4018018_image3_1.jpg,Type3,126.833767320683,37.3173149176798,6,20260327092150,,,코렐 롯데백화점 안산점,15360,1,41,273,SH,SH04,SH040300
서울특별시 중구 장충단로13길 20 (을지로6가),8층,,,,,3306788,38,20240202144713,https://tong.visitkorea.or.kr/cms/resource/25/4023225_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/25/4023225_image3_1.jpg,Type3,127.007666479829,37.568734553218,6,20260327092150,,,코렐 현대아울렛 동대문점,04563,1,11,140,SH,SH04,SH040300
충청남도 태안군 안면읍 꽃지해안로 400,,34,A01,A0101,A01010700,2718736,12,20210528013219,http://tong.visitkorea.or.kr/cms/resource/71/3421271_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/3421271_image3_1.jpg,Type3,126.3368026480,36.5011801050,6,20251027161449,14,,코리아플라워파크,32166,1,44,825,NA,NA04,NA040700
부산광역시 기장군 장안읍 정관로 1133,,,,,,2922435,38,20221031164336,https://tong.visitkorea.or.kr/cms/resource/04/4022804_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/04/4022804_image3_1.jpg,Type3,129.236072800234,35.3249413082094,6,20260330091611,,051-940-1103,코메타LUX 신세계사이먼프리미엄아울렛 부산점,46029,1,26,710,SH,SH04,SH040300
제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,,,,,4026798,38,20260228114004,https://tong.visitkorea.or.kr/cms/resource/25/4042425_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/25/4042425_image3_1.png,Type3,126.31635202613,33.3049726791712,,20260326092041,,,코메타엘엑스 신세계사이먼프리미엄아울렛 제주점,63522,1,50,130,SH,SH04,SH040300
경기도 파주시 탄현면 필승로 200,,,,,,2931038,38,20221031175141,https://tong.visitkorea.or.kr/cms/resource/03/4022503_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/03/4022503_image3_1.jpg,Type3,126.695385303664,37.769351232912,6,20260327092150,,,코메타엘엑스 신세계사이먼프리미엄아울렛 파주점,10862,1,41,480,SH,SH04,SH040300
서울특별시 강남구 강남대로 522 (논현동),범성빌딩,,,,,3306690,38,20240202161429,https://tong.visitkorea.or.kr/cms/resource/73/4042073_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/73/4042073_image3_1.jpg,Type3,127.022822366763,37.5088399610431,6,20260326092041,,0507-1328-5125,코뿔소안경원,06114,1,11,680,SH,SH04,SH040300
서울특별시 영등포구 국제금융로 10 (여의도동),,,,,,2899192,38,20221030234645,https://tong.visitkorea.or.kr/cms/resource/01/4018201_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/01/4018201_image3_1.jpg,Type3,126.924876706923,37.5251775245928,6,20260316105417,,,코스 IFC몰점,07326,1,11,560,SH,SH04,SH040300
서울특별시 종로구 창경궁로 109 (인의동),3층,,,,,4012738,38,20260207005853,https://tong.visitkorea.or.kr/cms/resource/69/4024669_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/69/4024669_image3_1.jpeg,Type3,126.997086146344,37.5723490188717,,20260318101005,,,코스코,03137,1,11,110,SH,SH04,SH040300
강원특별자치도 강릉시 사천면 해안로 725-2,,32,B02,B0201,B02010700,3534477,32,20250910134217,,,,128.8895513798,37.8195940205,6,20250910134240,1,,코스테,25459,1,51,150,AC,AC03,AC030100
부산광역시 부산진구 중앙대로702번길 50 (부전동),1층,,,,,4008091,38,20260128234223,https://tong.visitkorea.or.kr/cms/resource/97/4022397_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/97/4022397_image3_1.jpg,Type3,129.061858298175,35.1552366702268,,20260316103559,,,코앤클로 서면점,47295,1,26,230,SH,SH04,SH040300
경기도 화성시 병점구 여울로 128 (능동),,,,,,4012483,38,20260206173307,https://tong.visitkorea.or.kr/cms/resource/95/4042095_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/95/4042095_image3_1.jpeg,Type3,127.053861127679,37.2103522827849,,20260326092041,,,코오롱세이브프라자 동탄점,18421,1,41,595,SH,SH04,SH040300
경기도 부천시 소사구 부광로 220 (옥길동),우성테크노파크 1층,,,,,4012040,38,20260205114807,https://tong.visitkorea.or.kr/cms/resource/84/4024184_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/84/4024184_image3_1.jpg,Type3,126.825296649329,37.4676488657617,,20260317101259,,,코오롱세이브프라자 부천점,14786,1,41,194,SH,SH04,SH040300
경기도 안양시 동안구 관악대로 360 (관양동),,,,,,4011659,38,20260204180942,https://tong.visitkorea.or.kr/cms/resource/81/4023681_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/81/4023681_image3_1.jpg,Type3,126.962709972548,37.4036375432443,,20260317101259,,,코오롱세이브프라자 안양점,13946,1,41,173,SH,SH04,SH040300
경기도 수원시 팔달구 덕영대로 924 (매산로1가),4층,,,,,2918684,38,20221031154719,https://tong.visitkorea.or.kr/cms/resource/79/4019479_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/79/4019479_image3_1.jpg,Type3,127.000179930083,37.2655920786365,6,20260327092150,,,코오롱스포츠 AK플라자 수원점,16622,1,41,115,SH,SH04,SH040300
강원특별자치도 강릉시 임영로 109 (성내동),1층,,,,,4007970,38,20260128201101,https://tong.visitkorea.or.kr/cms/resource/80/4042180_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/80/4042180_image3_1.JPG,Type3,128.893980303629,37.7513803907988,,20260326092041,,,코오롱스포츠 강릉성내점,25538,1,51,150,SH,SH04,SH040300
충청남도 천안시 서북구 공원로 227 (불당동),6층,,,,,4026899,38,20260228132600,https://tong.visitkorea.or.kr/cms/resource/87/4042687_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/87/4042687_image3_1.jpg,Type3,127.104726252319,36.800564020263,,20260327092150,,,코오롱스포츠 갤러리아백화점 센터시티점,31168,1,44,133,SH,SH04,SH040300
대전광역시 서구 대덕대로 211 (둔산동),7층,,,,,4026963,38,20260228151421,https://tong.visitkorea.or.kr/cms/resource/06/4043606_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/06/4043606_image3_1.jpg,Type3,127.378167047167,36.3519543043064,,20260327092150,,,코오롱스포츠 갤러리아백화점 타임월드점,35229,1,30,170,SH,SH04,SH040300
경상북도 경주시 화랑로 114 (동부동),,,,,,3555814,38,20251024165943,https://tong.visitkorea.or.kr/cms/resource/67/4021267_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/67/4021267_image3_1.jpeg,Type3,129.213131206994,35.8443129781038,6,20260319094959,,,코오롱스포츠 경주중앙로점,38154,1,47,130,SH,SH04,SH040300
경기도 광명시 오리로 963 (광명동),1층,,,,,4011033,38,20260204121455,https://tong.visitkorea.or.kr/cms/resource/35/4023335_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/35/4023335_image3_1.jpg,Type3,126.85623864677,37.4786708025572,,20260312090840,,,코오롱스포츠 광명사거리점,14263,1,41,210,SH,SH04,SH040300
경기도 구리시 경춘로 288 (수택동),,,,,,4011067,38,20260204123825,https://tong.visitkorea.or.kr/cms/resource/20/4022420_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/20/4022420_image3_1.jpg,Type3,127.146845215725,37.6032315762966,,20260311100340,,,코오롱스포츠 구리수택점,11930,1,41,310,SH,SH04,SH040300
부산광역시 중구 구덕로 32 (남포동4가),,,,,,4008100,38,20260129001729,https://tong.visitkorea.or.kr/cms/resource/26/4022626_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/26/4022626_image3_1.jpg,Type3,129.032371298307,35.0981200472708,,20260309100814,,,코오롱스포츠 남포점,48954,1,26,110,SH,SH04,SH040300
대전광역시 유성구 유성대로 773 (장대동),,,,,,4012314,38,20260206013914,https://tong.visitkorea.or.kr/cms/resource/50/4044250_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/50/4044250_image3_1.JPG,Type3,127.335657815616,36.3613518437982,,20260327092150,,,코오롱스포츠 대전유성점,34165,1,30,200,SH,SH04,SH040300
경기도 수원시 영통구 도청로 10 (이의동),B1층,,,,,2927407,38,20221031140525,https://tong.visitkorea.or.kr/cms/resource/53/4023453_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/53/4023453_image3_1.jpg,Type3,127.055448351197,37.2866696524735,6,20260319042655,,,코오롱스포츠 롯데몰 광교점,16508,1,41,117,SH,SH04,SH040300
서울특별시 강남구 도곡로 401 (대치동),6층,,,,,2925587,38,20221030191221,https://tong.visitkorea.or.kr/cms/resource/15/4041915_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/15/4041915_image3_1.jpg,Type3,127.053254695846,37.496979324799,6,20260325093432,,,코오롱스포츠 롯데백화점 강남점,06206,1,11,680,SH,SH04,SH040300
서울특별시 광진구 능동로 92 (자양동),7층,,,,,4008818,38,20260130033521,https://tong.visitkorea.or.kr/cms/resource/83/4022283_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/83/4022283_image3_1.jpg,Type3,127.071432147214,37.5390373908314,,20260330091611,,,코오롱스포츠 롯데백화점 건대스타시티점,05065,1,11,215,SH,SH04,SH040300
대구광역시 북구 태평로 161 (칠성동2가),7층,,,,,4026536,38,20260227233803,https://tong.visitkorea.or.kr/cms/resource/94/4042694_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/94/4042694_image3_1.jpg,Type3,128.596129208483,35.8758849492106,,20260327092150,,,코오롱스포츠 롯데백화점 대구점,41581,1,27,230,SH,SH04,SH040300
대전광역시 서구 계룡로 598 (괴정동),6층,,,,,4026953,38,20260228150117,https://tong.visitkorea.or.kr/cms/resource/02/4042702_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/02/4042702_image3_1.jpg,Type3,127.389548388967,36.3406861255513,,20260327092150,,,코오롱스포츠 롯데백화점 대전점,35299,1,30,170,SH,SH04,SH040300
부산광역시 동래구 중앙대로 1393 (온천동),5층,,,,,4027055,38,20260228171203,https://tong.visitkorea.or.kr/cms/resource/07/4043607_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/07/4043607_image3_1.jpg,Type3,129.077479742123,35.2117079891013,,20260327092150,,,코오롱스포츠 롯데백화점 동래점,47727,1,26,260,SH,SH04,SH040300
서울특별시 강북구 도봉로 62 (미아동),5층,,,,,4026773,38,20260228080913,https://tong.visitkorea.or.kr/cms/resource/07/4042707_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/07/4042707_image3_1.jpg,Type3,127.030517678336,37.6145929759749,,20260327092150,,,코오롱스포츠 롯데백화점 미아점,01215,1,11,305,SH,SH04,SH040300
서울특별시 중구 남대문로 81 (소공동),7층,,,,,4012753,38,20260207012530,https://tong.visitkorea.or.kr/cms/resource/78/4023878_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/78/4023878_image3_1.jpg,Type3,126.981730421825,37.5647299033135,,20260330091611,,,코오롱스포츠 롯데백화점 본점,04533,1,11,140,SH,SH04,SH040300
경기도 안산시 단원구 고잔1길 12 (고잔동),4층,,,,,4008177,38,20260129034908,https://tong.visitkorea.or.kr/cms/resource/35/4021935_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/35/4021935_image3_1.jpg,Type3,126.834500352801,37.3180026223813,,20260330091611,,,코오롱스포츠 롯데백화점 안산점,15360,1,41,273,SH,SH04,SH040300
경기도 고양시 일산동구 중앙로 1283 (장항동),7층,,,,,4025286,38,20260226210306,https://tong.visitkorea.or.kr/cms/resource/18/4042718_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/18/4042718_image3_1.jpg,Type3,126.77212625922,37.6604717553584,,20260327092150,,,코오롱스포츠 롯데백화점 일산점,10401,1,41,285,SH,SH04,SH040300
서울특별시 동대문구 왕산로 214 (전농동),5층,,,,,4008863,38,20260130085202,https://tong.visitkorea.or.kr/cms/resource/37/4022137_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/37/4022137_image3_1.jpg,Type3,127.05114503929,37.584197400389,,20260330091611,,,코오롱스포츠 롯데백화점 청량리점,02555,1,11,230,SH,SH04,SH040300
경기도 안양시 동안구 시민대로 180 (호계동),4층,,,,,4011685,38,20260204192946,https://tong.visitkorea.or.kr/cms/resource/90/4023790_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/90/4023790_image3_1.jpg,Type3,126.950178643649,37.390002179095,,20260330091611,,,코오롱스포츠 롯데백화점 평촌점,14073,1,41,173,SH,SH04,SH040300
경상남도 창원시 성산구 중앙대로 124 (상남동),4층,,,,,2931831,38,20221030221155,https://tong.visitkorea.or.kr/cms/resource/83/4018983_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/83/4018983_image3_1.jpg,Type3,128.681839748806,35.2245696276926,6,20260319094959,,,코오롱스포츠 롯데백화점영플라자 창원점,51494,1,48,123,SH,SH04,SH040300
광주광역시 광산구 장신로 98 (장덕동),2층,,,,,4026462,38,20260227222609,https://tong.visitkorea.or.kr/cms/resource/60/4044660_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/60/4044660_image3_1.jpg,Type3,126.819287851791,35.1894383628988,,20260330091611,,,코오롱스포츠 롯데아울렛 광주수완점,62225,1,29,200,SH,SH04,SH040300
전라남도 무안군 삼향읍 남악로162번길 80,2층,,,,,4026180,38,20260227163724,https://tong.visitkorea.or.kr/cms/resource/44/4045944_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/44/4045944_image3_1.jpg,Type3,126.464690943532,34.8036160875165,,20260330091611,,,코오롱스포츠 롯데아울렛 남악점,58579,1,46,840,SH,SH04,SH040300
충청남도 부여군 규암면 백제문로 387,2층,,,,,2905796,38,20221031025247,https://tong.visitkorea.or.kr/cms/resource/24/4023124_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/24/4023124_image3_1.jpg,Type3,126.902270362904,36.3071477811308,6,20260318101005,,,코오롱스포츠 롯데아울렛 부여점,33115,1,44,760,SH,SH04,SH040300
대구광역시 동구 팔공로49길 16 (봉무동),2층,,,,,4026529,38,20260227232512,https://tong.visitkorea.or.kr/cms/resource/81/4042481_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/81/4042481_image3_1.jpg,Type3,128.637357106242,35.9215483327821,,20260327092150,,,코오롱스포츠 롯데아울렛 이시아폴리스점,41026,1,27,140,SH,SH04,SH040300
경기도 용인시 기흥구 신고매로 124 (고매동),1층,,,,,2906487,38,20221031132623,https://tong.visitkorea.or.kr/cms/resource/96/4021796_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/96/4021796_image3_1.jpg,Type3,127.121283960956,37.2255419641124,6,20260318101005,,,코오롱스포츠 롯데프리미엄아울렛 기흥점,17087,1,41,463,SH,SH04,SH040300
경상남도 김해시 장유로 469 (신문동),2층,,,,,2915020,38,20221031134604,https://tong.visitkorea.or.kr/cms/resource/35/4023935_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/35/4023935_image3_1.jpg,Type3,128.829596369018,35.1850621204763,6,20260327092150,,,코오롱스포츠 롯데프리미엄아울렛 김해점,51011,1,48,250,SH,SH04,SH040300
경기도 파주시 문발로 284 (문발동),2층,,,,,2923649,38,20221031150518,https://tong.visitkorea.or.kr/cms/resource/38/4023638_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/38/4023638_image3_1.jpg,Type3,126.692549074164,37.7180926232465,6,20260327092150,,,코오롱스포츠 롯데프리미엄아울렛 파주점,10881,1,41,480,SH,SH04,SH040300
전라남도 목포시 옥암로 95 (상동),,,,,,4012942,38,20260207075310,https://tong.visitkorea.or.kr/cms/resource/59/4042059_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/59/4042059_image3_1.png,Type3,126.425441791834,34.8073352920005,,20260326092041,,,코오롱스포츠 목포하당점,58662,1,46,110,SH,SH04,SH040300
서울특별시 송파구 동남로 128 (문정동),,,,,,2911317,38,20221030185401,https://tong.visitkorea.or.kr/cms/resource/20/4019320_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/20/4019320_image3_1.jpg,Type3,127.125326068511,37.4906990765475,6,20260319094959,,,코오롱스포츠 문정직영점,05796,1,11,710,SH,SH04,SH040300
경기도 부천시 소사구 경인로 221 (심곡본동),,,,,,4012039,38,20260205114539,https://tong.visitkorea.or.kr/cms/resource/85/4024185_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/85/4024185_image3_1.jpg,Type3,126.780191919014,37.4834449214268,,20260312090840,,,코오롱스포츠 부천점,14709,1,41,194,SH,SH04,SH040300
제주특별자치도 서귀포시 중정로 97 (서귀동),,,,,,4013200,38,20260207174036,https://tong.visitkorea.or.kr/cms/resource/09/4024309_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/09/4024309_image3_1.jpeg,Type3,126.566632860605,33.2486833772932,,20260312090840,,,코오롱스포츠 서귀포명동로점,63591,1,50,130,SH,SH04,SH040300
경기도 고양시 덕양구 고양대로 1955 (동산동),3층,,,,,4010460,38,20260203165852,https://tong.visitkorea.or.kr/cms/resource/81/4022681_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/81/4022681_image3_1.jpg,Type3,126.89477806511,37.6469771187284,,20260330091611,,,코오롱스포츠 스타필드 고양점,10595,1,41,281,SH,SH04,SH040300
경기도 수원시 장안구 수성로 175 (정자동),6층,,,,,4011455,38,20260204155947,https://tong.visitkorea.or.kr/cms/resource/54/4023054_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/54/4023054_image3_1.jpg,Type3,126.991574559571,37.2874453391147,,20260330091611,,,코오롱스포츠 스타필드 수원점,16318,1,41,111,SH,SH04,SH040300
경기도 하남시 미사대로 750 (신장동),3층,,,,,4010532,38,20260203172144,https://tong.visitkorea.or.kr/cms/resource/03/4022703_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/03/4022703_image3_1.jpg,Type3,127.223940331575,37.5454041231797,,20260330091611,,,코오롱스포츠 스타필드 하남점,12942,1,41,450,SH,SH04,SH040300
광주광역시 서구 무진대로 932 (광천동),7층,,,,,4012226,38,20260205233538,https://tong.visitkorea.or.kr/cms/resource/39/4023039_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/39/4023039_image3_1.jpg,Type3,126.882630869031,35.1596771668701,,20260330091611,,,코오롱스포츠 신세계백화점 광주점,61937,1,29,140,SH,SH04,SH040300
대구광역시 동구 동부로 149 (신천동),6층,,,,,4026509,38,20260227230707,https://tong.visitkorea.or.kr/cms/resource/09/4042709_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/09/4042709_image3_1.jpg,Type3,128.629190024219,35.8779406718693,,20260327092150,,,코오롱스포츠 신세계백화점 대구점,41229,1,27,140,SH,SH04,SH040300
서울특별시 중구 퇴계로 77 (충무로1가),5층,,,,,4012832,38,20260207042405,https://tong.visitkorea.or.kr/cms/resource/93/4023893_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/93/4023893_image3_1.jpg,Type3,126.980823104019,37.5603438884295,,20260330091611,,,코오롱스포츠 신세계백화점 본점,04530,1,11,140,SH,SH04,SH040300
경기도 의정부시 평화로 525 (의정부동),7층,,,,,4026284,38,20260227192145,https://tong.visitkorea.or.kr/cms/resource/12/4042712_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/12/4042712_image3_1.jpg,Type3,127.0458721684,37.7379562781405,,20260327092150,,,코오롱스포츠 신세계백화점 의정부점,11696,1,41,150,SH,SH04,SH040300
서울특별시 영등포구 영중로 9 (영등포동4가),7층,,,,,3306811,38,20240202082519,https://tong.visitkorea.or.kr/cms/resource/45/4018145_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/45/4018145_image3_1.jpg,Type3,126.905567071705,37.5171899712591,6,20260327092150,,,코오롱스포츠 신세계백화점 타임스퀘어점,07305,1,11,560,SH,SH04,SH040300
부산광역시 기장군 장안읍 정관로 1133,B1층,,,,,2925293,38,20221031164730,https://tong.visitkorea.or.kr/cms/resource/60/4022860_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/60/4022860_image3_1.jpg,Type3,129.236072800234,35.3249413082094,6,20260330091611,,051-940-1717,코오롱스포츠 신세계사이먼프리미엄아울렛 부산점,46029,1,26,710,SH,SH04,SH040300
경기도 시흥시 서해안로 699 (배곧동),2층,,,,,4011522,38,20260204165203,https://tong.visitkorea.or.kr/cms/resource/72/4023372_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/72/4023372_image3_1.jpg,Type3,126.736985310798,37.3796755964231,,20260330091611,,,코오롱스포츠 신세계사이먼프리미엄아울렛 시흥점,15010,1,41,390,SH,SH04,SH040300
경기도 여주시 명품로 360 (상거동),2층,,,,,4011746,38,20260204204146,https://tong.visitkorea.or.kr/cms/resource/91/4021991_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/91/4021991_image3_1.jpg,Type3,127.612385423931,37.2459466972835,,20260330091611,,,코오롱스포츠 신세계사이먼프리미엄아울렛 여주점,12646,1,41,670,SH,SH04,SH040300
경기도 파주시 탄현면 필승로 200,1층,,,,,4011935,38,20260205014552,https://tong.visitkorea.or.kr/cms/resource/37/4022437_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/37/4022437_image3_1.jpg,Type3,126.695385303664,37.769351232912,,20260330091611,,,코오롱스포츠 신세계사이먼프리미엄아울렛 파주점,10862,1,41,480,SH,SH04,SH040300
제주특별자치도 제주시 1100로 3319 (노형동),,,,,,4013201,38,20260207174121,https://tong.visitkorea.or.kr/cms/resource/10/4024310_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/10/4024310_image3_1.jpeg,Type3,126.480654012399,33.4826070200451,,20260312090840,,,코오롱스포츠 신제주점,63083,1,50,110,SH,SH04,SH040300
경기도 안산시 상록구 삼리로 45 (사동),,,,,,4008183,38,20260129041510,https://tong.visitkorea.or.kr/cms/resource/06/4021606_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/06/4021606_image3_1.jpg,Type3,126.844665152512,37.304981413016,,20260309100814,,,코오롱스포츠 안산사동점,15499,1,41,271,SH,SH04,SH040300
경기도 안양시 만안구 안양로 310-1 (안양동),,,,,,4011695,38,20260204194556,https://tong.visitkorea.or.kr/cms/resource/50/4023550_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/50/4023550_image3_1.jpg,Type3,126.920907756865,37.399821419678,,20260312090840,,,코오롱스포츠 안양만안점,13992,1,41,171,SH,SH04,SH040300
"인천광역시 서구 중봉대로586번길 22 (청라동, 청라 엑슬루타워)",,,,,,4012897,38,20260207055439,https://tong.visitkorea.or.kr/cms/resource/19/4023419_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/19/4023419_image3_1.jpg,Type3,126.651349449913,37.530804303959,,20260312090840,,,코오롱스포츠 인천 청라점,22737,1,28,260,SH,SH04,SH040300
전북특별자치도 전주시 완산구 마전들로 77 (효자동3가),,,,,,4012983,38,20260207082303,https://tong.visitkorea.or.kr/cms/resource/25/4024825_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/25/4024825_image3_1.jpeg,Type3,127.104070811375,35.8212455425143,,20260313124433,,,코오롱스포츠 전주신도시점,54962,1,52,111,SH,SH04,SH040300
전북특별자치도 전주시 완산구 장승배기로 150-1 (평화동2가),,,,,,4012991,38,20260207082852,https://tong.visitkorea.or.kr/cms/resource/51/4042451_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/51/4042451_image3_1.png,Type3,127.129507663969,35.7945071535492,,20260326092041,,,코오롱스포츠 전주평화점,55134,1,52,111,SH,SH04,SH040300
부산광역시 동구 범일로 125 (범일동),5층,,,,,4027050,38,20260228170838,https://tong.visitkorea.or.kr/cms/resource/13/4042713_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/13/4042713_image3_1.jpg,Type3,129.058614831268,35.1412817256576,,20260327092150,,,코오롱스포츠 커넥트현대 부산점,48735,1,26,170,SH,SH04,SH040300
대구광역시 중구 달구벌대로 2077 (계산동2가),6층,,,,,4026556,38,20260228001459,https://tong.visitkorea.or.kr/cms/resource/20/4042720_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/20/4042720_image3_1.jpg,Type3,128.590625718585,35.8666296004242,,20260327092150,,,코오롱스포츠 현대백화점 더현대 대구점,41936,1,27,110,SH,SH04,SH040300
서울특별시 영등포구 여의대로 108 (여의도동),4층,,,,,4012613,38,20260206222732,https://tong.visitkorea.or.kr/cms/resource/91/4023591_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/91/4023591_image3_1.jpg,Type3,126.929112756574,37.5251913154781,,20260330091611,,,코오롱스포츠 현대백화점 더현대 서울,07335,1,11,560,SH,SH04,SH040300
서울특별시 성북구 동소문로 315 (길음동),5층,,,,,4009127,38,20260130120635,https://tong.visitkorea.or.kr/cms/resource/11/4022111_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/11/4022111_image3_1.jpg,Type3,127.028778310047,37.608448037052,,20260330091611,,,코오롱스포츠 현대백화점 미아점,02732,1,11,290,SH,SH04,SH040300
울산광역시 남구 삼산로 261 (삼산동),9층,,,,,4027300,38,20260228220816,https://tong.visitkorea.or.kr/cms/resource/15/4042715_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/15/4042715_image3_1.jpg,Type3,129.335811485046,35.5395698929406,,20260327092150,,,코오롱스포츠 현대백화점 울산점,44705,1,31,140,SH,SH04,SH040300
충청북도 청주시 흥덕구 직지대로 308 (복대동),4층,,,,,4026927,38,20260228135233,https://tong.visitkorea.or.kr/cms/resource/19/4045719_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/19/4045719_image3_1.jpg,Type3,127.426560206577,36.6448651780226,,20260330091611,,,코오롱스포츠 현대백화점 충청점,28424,1,43,113,SH,SH04,SH040300
서울특별시 금천구 디지털로10길 9 (가산동),4층,,,,,4011802,38,20260204212154,https://tong.visitkorea.or.kr/cms/resource/91/4022691_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/91/4022691_image3_1.jpg,Type3,126.88905533739,37.4776190161713,,20260330091611,,,코오롱스포츠 현대아울렛 가산점,08514,1,11,545,SH,SH04,SH040300
